val_loss,val_accuracy,loss,accuracy
[1.388928743171692,[0.5133000016212463,[1.4866560541152953,[0.4586
 1.2396433948516845,0.5604000091552734,1.2847326581192016,0.53676
 1.071028155708313,0.6258999705314636,1.1603495250511169,0.5886
 1.0332199613571167,0.640500009059906,1.069146689338684,0.62352
 1.0193005376815796,0.6452000141143799,1.001335763950348,0.6473399999999999
 0.9930129333496094,0.6524999737739563,0.94931435962677,0.66672
 0.8663211062431335,0.698199987411499,0.9099036692237854,0.68288
 0.8581301834106445,0.7032999992370605,0.8692394637870788,0.6973
 0.8135645565032958,0.7275999784469604,0.8414268836212159,0.7078
 0.8333295416831971,0.7153999805450441,0.8144581577301025,0.71654
 0.7815682685852051,0.7365999817848206,0.7968016507911682,0.72292
 0.7445814437866211,0.7501999735832214,0.7783404883575441,0.73034
 0.7412923924446106,0.756600022315979,0.7670670840072632,0.7370800000000001
 0.7873675389289856,0.7394000291824341,0.7519240552330017,0.73922
 0.7517752298355103,0.7512999773025513,0.7405466541194916,0.7448
 0.7586962082862854,0.7461000084877014,0.723117414226532,0.75246
 0.6941485558509827,0.765999972820282,0.7125429092407226,0.7554
 0.7039780817985535,0.7684000134468079,0.704257013835907,0.75922
 0.7683093039512634,0.7437000274658203,0.6938877427959442,0.762
 0.7365166819572448,0.7533000111579895,0.6807210599040985,0.76818
 0.820189691734314,0.7242000102996826,0.6698431939125061,0.76994
 0.692386940574646,0.7739999890327454,0.6692672227478027,0.77168
 0.7368215117454529,0.753600001335144,0.6638654444503784,0.7738
 0.719106243801117,0.7617999911308289,0.6538093543338775,0.77582
 0.7026583532333374,0.7688999772071838,0.6478696122646331,0.77956
 0.7942871315956116,0.7376000285148621,0.6489826806640625,0.77784
 0.6739144808292389,0.7752000093460083,0.6394177854919434,0.78174
 0.7785015183448791,0.7473000288009644,0.6374298283004761,0.78256
 0.7246442337989807,0.7616000175476074,0.6272239500713348,0.78408
 0.6782067943572998,0.7760999798774719,0.612280320148468,0.79186
 0.724665137386322,0.7635999917984009,0.6227456246757508,0.78722
 0.713662273311615,0.7738999724388123,0.6019504482555389,0.79592
 0.6728215538978577,0.7833999991416931,0.6060937165212631,0.79382
 0.7271560460090637,0.7608000040054321,0.597513098859787,0.7971
 0.6867710669517517,0.7815999984741211,0.6015730698013305,0.7976
 0.7103795127868653,0.7637000083923341,0.5823995127201079,0.80176
 0.6385456301689147,0.7850000262260437,0.5689133855915071,0.8066800000000001
 0.6652211165428161,0.7802000045776367,0.5716551871156692,0.8043399999999999
 0.793745965385437,0.73580002784729,0.5649186497497558,0.80686
 0.7110073716163635,0.7644000053405762,0.5620588707542421,0.80798
 0.7056893028259278,0.7684000134468079,0.5497411274528503,0.81312
 0.6842397751808167,0.7800999879837036,0.55508439453125,0.81234
 0.6577680711746215,0.7795000076293945,0.5399509309625625,0.81694
 0.6570016891479492,0.7818999886512756,0.5530229774618148,0.81366
 0.7075647738456726,0.7635999917984009,0.5409874887180328,0.81498
 0.6654226202011109,0.782800018787384,0.5340644221258164,0.8185
 0.6760324115753173,0.7788000106811523,0.5320848065090179,0.8204
 0.6517672748565674,0.7839000225067139,0.5388229699707031,0.81838
 0.6992957818031311,0.7684999704360962,0.5244326352882386,0.8201
 0.6861810403823853,0.7710999846458435,0.5089148997211457,0.82794
 0.7393800330162048,0.7542999982833862,0.5168434277105332,0.8251
 0.6864317413330078,0.777400016784668,0.5074518790054321,0.82868
 0.6720853514671326,0.7767000198364258,0.5037480462026596,0.82962
 0.6353086864948273,0.7922000288963318,0.4941595233774185,0.83286
 0.642470922088623,0.7875000238418579,0.4842646454143524,0.83554
 0.6607855400562287,0.7858999967575073,0.4820822483444214,0.8349799999999999
 0.6466699278831481,0.7957000136375427,0.4858331154298782,0.8357
 0.6438258761882782,0.7896000146865845,0.4804197135877609,0.83704
 0.6302184416294098,0.7932000160217285,0.4760975574111938,0.84052
 0.6409953935146332,0.7906000018119812,0.4686942832040787,0.8416600000000001
 0.6361251399517059,0.7936000227928162,0.4591393243265152,0.84416
 0.6234198899745941,0.7972999811172485,0.4602687954568863,0.84636
 0.6310547450065612,0.7971000075340271,0.4548132430505752,0.84614
 0.6677198705673217,0.7842000126838684,0.458848199338913,0.84526
 0.6436447786808014,0.7943999767303467,0.44888049530029295,0.8478399999999999
 0.618480253791809,0.7972000241279602,0.4467771807718277,0.84834
 0.6320289922237396,0.7965999841690063,0.4372195216584205,0.85278
 0.6324523481845856,0.7929999828338623,0.42184668234825135,0.8588
 0.6243716552734375,0.7949000000953674,0.4426026998043061,0.8498600000000001
 0.6665205344200135,0.7806000113487244,0.42219860770463946,0.85906
 0.6064698317527771,0.7998999953269958,0.41949446665763857,0.85736
 0.6165289563655854,0.8012999892234802,0.4175691300559044,0.858
 0.6383193025112152,0.7925000190734863,0.4113252443790436,0.8612
 0.6552191400527954,0.7821999788284302,0.40716803557395936,0.86372
 0.6081478671550751,0.8021000027656555,0.4082984217953682,0.86388
 0.6490060315132141,0.7853000164031982,0.3966744747924805,0.8659
 0.6006452162265777,0.8037999868392944,0.3925558139061928,0.8672200000000001
 0.6153277772426605,0.7940999865531921,0.3853064997243881,0.8725200000000001
 0.5884891902446747,0.8061000108718872,0.3810533992934227,0.8739600000000001
 0.5738552364349365,0.8148999810218811,0.38826528958797457,0.87008
 0.6128165587902069,0.79830002784729,0.3822648836517334,0.87164
 0.605599443101883,0.8007000088691711,0.3808272884559632,0.87146
 0.6171790933609009,0.7993000149726868,0.37941413644313815,0.87318
 0.590240008687973,0.8113999962806702,0.3738265525889397,0.8742
 0.6323379445075988,0.7928000092506409,0.3677752679991722,0.8772399999999999
 0.5786969459533692,0.8140000104904175,0.3610899416327477,0.87846
 0.5952805618524551,0.8065999746322632,0.3622411496448517,0.8778600000000001
 0.5842192760467529,0.8119000196456909,0.3536900275349617,0.8805799999999999
 0.5555400314807892,0.8212000131607056,0.3499216400551796,0.88326
 0.5819094560146332,0.8147000074386597,0.3432765631020069,0.88328
 0.5609946877002716,0.8159000277519226,0.3454112923526764,0.88534
 0.565158677816391,0.819100022315979,0.3432472174835205,0.88428
 0.596513287639618,0.8019999861717224,0.3346362916433811,0.88874
 0.5696175020217895,0.8123999834060669,0.3316789472103119,0.88956
 0.5762053453922271,0.8113999962806702,0.3275991328954697,0.8889600000000001
 0.5522294038772583,0.8203999996185303,0.3319768517971039,0.88866
